term,estimate,se,ci_low,ci_high,n,event,tenor,spec
"bin_[-40,-21]",12.524380969433853,1.4467765926135945,9.688698847911208,15.360063090956498,121,2021-03-19,2,TOTAL
"bin_[-60,-41]",25.757756082778485,3.4915467219493364,18.914324507757787,32.60118765779919,121,2021-03-19,2,TOTAL
"bin_[0,0]",2.4841621891634817,1.9545723802334254,-1.3467996760940317,6.315124054420995,121,2021-03-19,2,TOTAL
"bin_[1,20]",8.397252427232885,3.6352981358357597,1.2720680809947966,15.522436773470975,121,2021-03-19,2,TOTAL
"bin_[21,40]",8.7387332691264,3.9380531445316076,1.0201491058444487,16.45731743240835,121,2021-03-19,2,TOTAL
"bin_[41,60]",19.601221222311015,3.7036271747881884,12.342111959726164,26.860330484895865,121,2021-03-19,2,TOTAL
"bin_[-40,-21]",12.583103312379519,2.2236331626558266,8.2247823135741,16.94142431118494,121,2021-03-19,2,DIRECT
"bin_[-60,-41]",25.638212248646475,5.900381106758564,14.07346527939969,37.20295921789326,121,2021-03-19,2,DIRECT
"bin_[0,0]",1.3086644375947483,1.8378627169358484,-2.2935464875995146,4.910875362789011,121,2021-03-19,2,DIRECT
"bin_[1,20]",6.642381943443041,3.2284036117386194,0.3147108644353471,12.970053022450735,121,2021-03-19,2,DIRECT
"bin_[21,40]",6.810727424880448,3.573769812295175,-0.19386140721809486,13.815316256978992,121,2021-03-19,2,DIRECT
"bin_[41,60]",17.745915200882717,3.324255561778449,11.230374299796956,24.261456101968477,121,2021-03-19,2,DIRECT
"bin_[-40,-21]",4.462746498376051,0.7271630120487089,3.037506994760581,5.8879860019915204,121,2021-03-19,5,TOTAL
"bin_[-60,-41]",8.930183193059404,0.8615315033652025,7.2415814464636075,10.618784939655201,121,2021-03-19,5,TOTAL
"bin_[0,0]",-1.3174919395715023,0.8493101621103912,-2.9821398573078692,0.34715597816486454,121,2021-03-19,5,TOTAL
"bin_[1,20]",0.30949760642254653,1.1580818512346176,-1.960342821997304,2.5793380348423973,121,2021-03-19,5,TOTAL
"bin_[21,40]",1.9564742980314969,1.0949762064116355,-0.18967906653530875,4.1026276625983025,121,2021-03-19,5,TOTAL
"bin_[41,60]",5.9252503799696115,1.3379627842580613,3.3028433228238114,8.547657437115411,121,2021-03-19,5,TOTAL
"bin_[-40,-21]",5.100357736036718,0.7673349306979177,3.5963812718687986,6.604334200204637,121,2021-03-19,5,DIRECT
"bin_[-60,-41]",10.314707674525165,1.222503580178877,7.918600657374566,12.710814691675765,121,2021-03-19,5,DIRECT
"bin_[0,0]",-1.611038606758188,0.783738546970991,-3.1471661588213307,-0.07491105469504578,121,2021-03-19,5,DIRECT
"bin_[1,20]",-0.13771240113518424,1.1820921147758099,-2.4546129460957715,2.179188143825403,121,2021-03-19,5,DIRECT
"bin_[21,40]",1.4578697566761862,1.1124502274197776,-0.7225326890665777,3.63827220241895,121,2021-03-19,5,DIRECT
"bin_[41,60]",5.462009758236075,1.3593790336577414,2.7976268522669017,8.126392664205248,121,2021-03-19,5,DIRECT
"bin_[-40,-21]",10.359688691012755,1.492485149846126,7.434417797314348,13.284959584711162,121,2021-03-19,10,TOTAL
"bin_[-60,-41]",16.858452666615015,1.6097296790797795,13.703382495618648,20.013522837611383,121,2021-03-19,10,TOTAL
"bin_[0,0]",-6.740067842094538,1.3526127407088404,-9.391188813883865,-4.088946870305211,121,2021-03-19,10,TOTAL
"bin_[1,20]",-4.06112904102375,0.9579766489275537,-5.938763272921755,-2.1834948091257447,121,2021-03-19,10,TOTAL
"bin_[21,40]",-1.7748999626184285,1.270128270333153,-4.264351372471408,0.7145514472345509,121,2021-03-19,10,TOTAL
"bin_[41,60]",-0.6201506978494626,1.2500967494281814,-3.070340326728698,1.8300389310297727,121,2021-03-19,10,TOTAL
"bin_[-40,-21]",10.097471803110231,1.63550282395133,6.891886268165624,13.303057338054838,121,2021-03-19,10,DIRECT
"bin_[-60,-41]",16.23567494650101,1.844180799110651,12.621080580244135,19.850269312757888,121,2021-03-19,10,DIRECT
"bin_[0,0]",-6.867553390120141,1.338072520587474,-9.49017553047159,-4.244931249768692,121,2021-03-19,10,DIRECT
"bin_[1,20]",-4.24757646043653,0.8763682798749404,-5.965258288991413,-2.529894631881647,121,2021-03-19,10,DIRECT
"bin_[21,40]",-1.976606562529881,1.2537371184049546,-4.433931314603592,0.48071818954383017,121,2021-03-19,10,DIRECT
"bin_[41,60]",-0.8213926408177312,1.2416292190248186,-3.2549859101063756,1.6122006284709132,121,2021-03-19,10,DIRECT
"bin_[-40,-21]",7.766151907913537,0.5050793642041896,6.776196354073325,8.756107461753748,121,2021-03-19,20,TOTAL
"bin_[-60,-41]",11.766235405836103,0.9172561765117007,9.96841329987317,13.564057511799035,121,2021-03-19,20,TOTAL
"bin_[0,0]",-3.065496551285466,0.5802105369815989,-4.2027092037694,-1.9282838988015325,121,2021-03-19,20,TOTAL
"bin_[1,20]",0.10215162602514016,1.388843423133964,-2.619981483317429,2.8242847353677094,121,2021-03-19,20,TOTAL
"bin_[21,40]",2.7410675573984,1.3168190142760547,0.16010228941733295,5.322032825379467,121,2021-03-19,20,TOTAL
"bin_[41,60]",-3.7196174943742943,1.3815764301308862,-6.427507297430831,-1.0117276913177573,121,2021-03-19,20,TOTAL
"bin_[-40,-21]",7.373043460130846,0.7978159758284417,5.809324147507101,8.936762772754593,121,2021-03-19,20,DIRECT
"bin_[-60,-41]",10.842445010614213,1.595923946782283,7.714434074920939,13.970455946307489,121,2021-03-19,20,DIRECT
"bin_[0,0]",-3.2107791069329448,0.5697966573736823,-4.327580555385362,-2.0939776584805276,121,2021-03-19,20,DIRECT
"bin_[1,20]",-0.10896446527236314,1.3488660073552918,-2.752741839688735,2.5348129091440086,121,2021-03-19,20,DIRECT
"bin_[21,40]",2.5137970003774237,1.3093828168710409,-0.05259332068981637,5.080187321444663,121,2021-03-19,20,DIRECT
"bin_[41,60]",-3.9489632288319134,1.3849866322706146,-6.6635370280823185,-1.2343894295815088,121,2021-03-19,20,DIRECT
"bin_[-40,-21]",6.854774571050239,2.3225876408684583,2.3025027949480608,11.407046347152416,121,2021-03-31,2,TOTAL
"bin_[-60,-41]",18.18396269689149,3.0224597957656543,12.259941497190809,24.107983896592174,121,2021-03-31,2,TOTAL
"bin_[0,0]",6.971728613016126,2.9102136027413095,1.267709951643159,12.675747274389092,121,2021-03-31,2,TOTAL
"bin_[1,20]",5.886329010928927,4.011400286776345,-1.9760155511527087,13.748673573010564,121,2021-03-31,2,TOTAL
"bin_[21,40]",10.685593681313765,3.5499981988180855,3.727597211630318,17.643590150997213,121,2021-03-31,2,TOTAL
"bin_[41,60]",20.674709725796838,4.718300215689193,11.42684130304602,29.922578148547657,121,2021-03-31,2,TOTAL
"bin_[-40,-21]",3.3170873657370623,2.1359015199515454,-0.8692796133679663,7.5034543448420905,121,2021-03-31,2,DIRECT
"bin_[-60,-41]",12.140142747119102,2.552344214898889,7.137548085917279,17.142737408320926,121,2021-03-31,2,DIRECT
"bin_[0,0]",7.459390341059461,2.722193489574708,2.123891101493033,12.794889580625888,121,2021-03-31,2,DIRECT
"bin_[1,20]",6.403240411023781,3.440710700467687,-0.34055256189288574,13.147033383940446,121,2021-03-31,2,DIRECT
"bin_[21,40]",11.156443105281923,3.1813373705182992,4.921021859066057,17.391864351497787,121,2021-03-31,2,DIRECT
"bin_[41,60]",19.536739082577867,3.923677787230175,11.846330619606725,27.22714754554901,121,2021-03-31,2,DIRECT
"bin_[-40,-21]",2.249006649577978,0.8114287619340869,0.6586062761871678,3.839407022968788,121,2021-03-31,5,TOTAL
"bin_[-60,-41]",7.822862875311047,1.2418694662022587,5.38879872155462,10.256927029067475,121,2021-03-31,5,TOTAL
"bin_[0,0]",-2.192972813647552,0.8651192318024163,-3.8886065079802883,-0.4973391193148162,121,2021-03-31,5,TOTAL
"bin_[1,20]",-1.227844657923397,1.3500024945534845,-3.873849547248227,1.4181602314014328,121,2021-03-31,5,TOTAL
"bin_[21,40]",1.442761872597493,1.1493278342498412,-0.8099206825321956,3.6954444277271814,121,2021-03-31,5,TOTAL
"bin_[41,60]",5.972051354839563,1.5717543190942493,2.891412889414834,9.052689820264291,121,2021-03-31,5,TOTAL
"bin_[-40,-21]",0.9910661774293692,0.8622861824805419,-0.6990147402324929,2.681147095091231,121,2021-03-31,5,DIRECT
"bin_[-60,-41]",5.50397998472524,1.0710928267901163,3.4046380442166124,7.6033219252338675,121,2021-03-31,5,DIRECT
"bin_[0,0]",-2.0147586630446743,0.6912464881067442,-3.369601779733893,-0.6599155463554558,121,2021-03-31,5,DIRECT
"bin_[1,20]",-0.9532972627280554,1.0323399535623785,-2.9766835717103173,1.0700890462542065,121,2021-03-31,5,DIRECT
"bin_[21,40]",1.6694671898853308,0.886791130131524,-0.06864342517245614,3.407577804943118,121,2021-03-31,5,DIRECT
"bin_[41,60]",5.523319993875818,1.162985087059644,3.2438692232389155,7.8027707645127204,121,2021-03-31,5,DIRECT
"bin_[-40,-21]",8.59075446334795,2.3599798290302965,3.9651939984485693,13.216314928247332,121,2021-03-31,10,TOTAL
"bin_[-60,-41]",17.481455341517158,2.1663064160917935,13.235494765977244,21.727415917057073,121,2021-03-31,10,TOTAL
"bin_[0,0]",-1.6854277082546445,1.6256669590330963,-4.871734947959514,1.5008795314502241,121,2021-03-31,10,TOTAL
"bin_[1,20]",1.0424001491957253,2.327226257540654,-3.518963315583957,5.603763613975408,121,2021-03-31,10,TOTAL
"bin_[21,40]",1.363799539478013,1.9625949211832308,-2.482886506041119,5.210485584997145,121,2021-03-31,10,TOTAL
"bin_[41,60]",4.839602657900932,2.4895211054390507,-0.039858708759607175,9.719064024561472,121,2021-03-31,10,TOTAL
"bin_[-40,-21]",5.497126700525074,1.9329814705794055,1.7084830181894395,9.285770382860708,121,2021-03-31,10,DIRECT
"bin_[-60,-41]",12.353942216245024,1.4555986264607246,9.500968908382003,15.206915524108044,121,2021-03-31,10,DIRECT
"bin_[0,0]",-1.2634448662594076,1.0617176037968348,-3.3444113697012035,0.8175216371823883,121,2021-03-31,10,DIRECT
"bin_[1,20]",1.4101690292240054,1.6320215251162262,-1.788593160003798,4.608931218451809,121,2021-03-31,10,DIRECT
"bin_[21,40]",1.720503246765058,1.250845807577863,-0.7311545360875535,4.172161029617669,121,2021-03-31,10,DIRECT
"bin_[41,60]",3.88541120765366,1.587484982370384,0.7739406422077075,6.996881773099613,121,2021-03-31,10,DIRECT
"bin_[-40,-21]",5.409937526957065,1.8454473085016017,1.7928608022939256,9.027014251620205,121,2021-03-31,20,TOTAL
"bin_[-60,-41]",10.439458438513114,1.6332028142763957,7.238380922531379,13.64053595449485,121,2021-03-31,20,TOTAL
"bin_[0,0]",1.6055319693468437,1.0673804189687048,-0.4865336518318175,3.697597590525505,121,2021-03-31,20,TOTAL
"bin_[1,20]",4.350188332419856,1.5575317042991697,1.297426191993484,7.4029504728462285,121,2021-03-31,20,TOTAL
"bin_[21,40]",2.5459685202339246,1.8544183733503352,-1.0886914915327321,6.180628532000581,121,2021-03-31,20,TOTAL
"bin_[41,60]",-1.531716020343442,1.7155017576628058,-4.894099465362541,1.8306674246756574,121,2021-03-31,20,TOTAL
"bin_[-40,-21]",2.775793303541618,1.625274541731012,-0.4097447982511655,5.961331405334401,121,2021-03-31,20,DIRECT
"bin_[-60,-41]",6.3322441710936745,1.294235706232581,3.7955421868778156,8.868946155309533,121,2021-03-31,20,DIRECT
"bin_[0,0]",1.9575104042324671,0.7520919108043994,0.4834102590558442,3.43161054940909,121,2021-03-31,20,DIRECT
"bin_[1,20]",4.525069958396299,1.2171735148747957,2.1394098692416996,6.910730047550899,121,2021-03-31,20,DIRECT
"bin_[21,40]",2.7593688095439903,1.521104808022936,-0.22199661418096417,5.740734233268945,121,2021-03-31,20,DIRECT
"bin_[41,60]",-2.2770077619540805,1.3793347718635607,-4.980503914806659,0.42648839089849844,121,2021-03-31,20,DIRECT
